ହାଡ଼	11.30085682322009
ହାଡ	11.30085682322009
ଯାଉ	11.30085682322009
ମୁଂଡ	11.30085682322009
ଭାଁ	11.30085682322009
ପୋଲିଓ	11.30085682322009
ଦେଖୁନ	11.30085682322009
ତର	11.30085682322009
ଡର	11.30085682322009
ଟାଇମ	11.30085682322009
ଖିର	11.30085682322009
ଖସ	11.30085682322009
କଣ୍ଟା	11.30085682322009
କଟ	11.30085682322009
ୟୁଜ଼	10.813768733350717
ହେବି	10.813768733350717
ରିଚାର୍ଜ	10.813768733350717
ଦିଇଟା	10.813768733350717
ଜାଲି	10.813768733350717
ଘଡ	10.813768733350717
କାମୁଡି	10.813768733350717
କାଟି	10.813768733350717
ଆବୁ	10.813768733350717
ସକାଳେ	10.435953858582929
ଜମାରୁ	10.435953858582929
ଘନ	10.435953858582929
ଖାଇବା	10.435953858582929
କୁଂଡେଇ	10.435953858582929
ଅନ୍ଧାର	10.435953858582929
ମେନ୍ସ	10.127256628741947
ଭୋକ	10.127256628741947
ବୀମା	10.127256628741947
ଦାମ୍	10.127256628741947
ଖାଉ	10.127256628741947
ଏକ	10.127256628741947
ହୈ	9.866256839811024
ହଳଦିଆ	9.866256839811024
ମଝିରେ	9.866256839811024
ଭାରି	9.866256839811024
ବିଲ୍	9.866256839811024
ଧାନ	9.866256839811024
କରିବାକୁ	9.866256839811024
ହେଲୁଣି	6.674468086987425
ହେଲାନି	6.674468086987425
ହେଊଛି	6.674468086987425
ହେଇଯାଉଚି	6.674468086987425
ହେଇଥିଲା	6.674468086987425
ହେଇଥିବ	6.674468086987425
ହେଇଗଲାଣି	6.674468086987425
ହୁଏ	6.674468086987425
ହାତଟା	6.674468086987425
ହାକୁଟି	6.674468086987425
ହସ୍ପିଟାଲ	6.674468086987425
ହଜିଯାଇଛି	6.674468086987425
ହଜାରେ	6.674468086987425
ହଇଯାଇଛି	6.674468086987425
ସ୍ରାବ	6.674468086987425
ସ୍ତୋନ	6.674468086987425
ସ୍ତରରେ	6.674468086987425
ସ୍ଟୋନ	6.674468086987425
ସୋସାଇଟି	6.674468086987425
ସମସ୍ତ	6.674468086987425
ସବୁବେଳ	6.674468086987425
