000010222	వింత	0.89	1.15
000010242	హవా	3.93	4.19
000010252	స్తంభాలను	0.82	1.34
000010297	హేలనలతో	0.46	0.93
000010343	సిక్కులు	0.96	1.33
000010430	సంపర్కులు	1.28	1.88
000010468	శిబిరాలను	2.68	3.14
000010488	సమర్పణకు	2.7	3.37
000020007	సూచించాలని	2.95	3.96
000020020	వస్తుందా	3.43	3.89
000020026	సీతారాం	1.71	2.28
000020036	స్పృహ	2.5	2.87
000020046	సాగిస్తారు	3.77	4.47
000020092	గానే	3.06	3.35
000020092	సదుపాయం	5.01	5.5
000020131	హంపిని	1.2	1.69
000020162	సేకరణపై	4.02	4.6
000020170	సిద్ధార్థ	1.33	1.89
000020193	ఈతకు	0.48	0.84
000020200	చూసేందుకు	1.3	1.75
000020259	స్వేచ్ఛగా	0.77	1.25
000020297	జై	0.46	0.72
000020297	పాట	2.3	2.62
000020309	వెతికి	1.65	2.19
000020311	కూడదు	6.3	6.7
000020311	సరస్వతి	0.99	1.45
000020312	మేయర్	1.01	1.42
000020345	సృష్టించి	1.85	2.47
000020354	సరుకులమీద	1.19	1.89
000020354	సవరణలోని	5.08	5.77
000020354	సేవలమీద	1.89	2.52
000020364	వ్యాఖ్యాలు	4.29	4.72
000030021	ఉమామహేశ్వర	2.79	3.53
000030022	హీరోల	2.67	3.14
000030026	శస్త్రచికిత్సను	1.46	2.36
000030026	సర్వజన	3.26	3.84
000030047	శేషయ్య	1.86	2.32
000030061	మెస్సీ	3.84	4.25
000030096	జయంతి	0.88	1.21
000030116	ఇంజనీరింగ్	2.92	3.37
000030117	హయత్	0.83	1.25
000030117	హోటల్	1.25	1.63
000030118	మాట్లాడారో	1.42	1.95
000030121	సీఎంలు	7.25	7.64
000030123	సిల్క్	3.52	3.82
000030136	స్వార్థ	1.06	1.43
000030153	సేపటి	0.66	1.02
000030158	భయంకరమైన	0.61	1.24
000030159	శివరాత్రి	2.53	2.97
000030159	శ్రీశైలంలో	0.48	1.19
000030169	స్పిన్నర్	1.27	1.72
000030170	పరీక్షలను	0.98	1.76
000030174	చిత్రోత్సవం	0.82	1.36
000030179	సాంబారు	1.43	1.91
000030189	గొప్పది	5.39	5.88
000030259	స్నాచింగ్	0.61	0.99
000030260	గూగుల్	0.42	0.78
000030260	సూచిస్తుంది	9.21	9.93
000030260	సెర్చ్	7.43	7.93
000030275	బాధాకరంగా	2.62	3.21
000030278	సహచర	2.53	3.06
000030282	సంవత్సరాల్లో	2.12	2.61
000030289	సీఎంగా	0.82	1.24
000030321	షహీద్	2.51	2.99
000030352	స్నేహమే	0.75	1.22
000030357	జన్మించాడు	3.73	4.73
000030365	విద్యార్థినులు	2.79	3.55
000030385	ఐకాస	3.03	3.44
000030405	సామాజికవర్గానికి	0.81	1.68
000030411	సుడిగాలి	7.83	8.26
000030419	రాజశేఖర్	1.47	1.99
000030422	స్తకరించి	2.77	3.57
000030423	సిటీ	1.6	1.88
000030434	చర్యను	0.92	1.35
000030472	హోదాకు	0.84	1.26
000030474	ర్యాగింగ్	1.0	1.4
000030485	అప్	3.73	3.82
000040021	గౌరవాన్ని	1.04	1.47
000040084	అనుమానాస్పద	3.43	3.83
000040242	సంస్థతో	1.21	1.59
000040323	పాలను	1.45	1.83
000040363	సర్వేలు	2.68	3.02
000040402	చెప్పుకుంటున్న	1.44	2.32
000040437	శ్రీలేఖలను	2.56	3.05
000040437	సరస్వతితో	0.86	1.33
000040451	సాధ్యమని	2.69	3.17
000050094	హితువు	15.65	16.15
000050095	కంట	3.07	3.42
000050101	విగత	3.76	4.62
000050101	సత్యవతి	0.62	1.32
000050283	బీహార్	0.4	0.78
000050305	హత్యాయత్నానికి	12.31	13.57
000050327	ఆటపాటలు	0.46	1.4
000050368	స్తంభించిపోయింది	6.15	7.35
000050490	హాజరౌతారని	3.48	4.53
000060005	సీసాతో	2.31	2.77
000060011	సంవత్సరమే	4.02	4.6
000060040	సోదరుడి	4.01	4.67
000060054	ములాయం	1.59	2.17
000060056	హుదా	0.91	1.22
000060107	చెరో	2.92	3.28
000060107	జట్లకు	1.46	2.16
000060107	పాయింట్	3.28	3.54
000060108	ఒళ్లు	5.02	5.48
000060128	మాదిగ	0.39	0.78
000060157	భూమన	0.34	0.9
000060233	సృష్టిస్తున్నారు	4.64	5.77
000060242	స్థానాలను	3.35	3.89
000060244	షిప్పులు	3.69	4.2
000060261	స్వచ్ఛాంద్ర	2.99	3.84
000060264	సమావేశంలోనూ	2.5	3.29
000060291	సస్యశ్యామలం	3.93	4.86
000060380	ఐదువేల	3.39	3.76
000060391	సిడ్నీ	0.59	0.91
000060393	శోభానాగిరెడ్డి	3.66	4.51
000060397	చిత్రాంగద	0.6	1.15
000060441	సృష్టిస్తారని	2.17	2.98
000060453	పెంపు	2.36	2.61
000070169	ఆదాల	0.85	1.26
000070211	సోదరితో	2.73	3.49
000070222	హరితహారం	3.96	4.89
000070222	హారం	0.84	1.19
000070296	శోచనీయమన్నారు	8.72	10.13
000070334	సైదాపురం	1.18	1.78
000070339	బాగుండు	1.05	1.69
000070358	ఏడుపాయల	0.46	1.13
000070358	కూలీల	1.13	1.57
000070358	సుఖాంతం	2.18	2.86
000070358	సుఖాంతమైంది	6.25	7.35
000070432	సంప్రదాయంలో	1.18	1.92
000070457	బస్సులను	0.77	1.46
000070480	డాట్	2.53	2.98
000070487	శాయశక్తుల	4.87	5.58
000090020	గణేష్	3.14	3.6
000090044	సహాయచర్యల్లో	0.47	1.46
000090076	సౌకర్యాలకే	2.4	3.17
000090177	కాపురం	2.98	3.46
000090217	హోటల్లో	2.52	2.97
000090247	సారలమ్మ	1.27	1.83
000090252	శిరీష్	4.16	4.49
000090375	పూల	2.33	2.58
000090398	సహకరించినట్లు	3.09	3.91
000090398	సుష్మ	0.48	0.88
000090413	ఆలయానికి	6.72	7.41
000090423	బోల్తా	1.96	2.34
000090434	బిర్యానీకి	0.97	1.44
000090457	కుట్రలో	2.05	2.42
000090482	సాహా	4.39	4.75
000090490	సహజం	4.25	4.77
000100046	అమరుడిని	1.98	2.65
000100046	కావాల్సి	3.36	3.85
000100089	ఉం	6.55	6.85
000100113	హాయం	4.36	4.82
000100115	సంపూర్ణంగా	3.3	4.07
000100185	సాధించారన్నారు	12.69	13.99
000100187	స్కాచ్	3.97	4.52
000100193	రామ	3.76	4.04
000100324	సమర్పించడానికి	3.62	4.67
000100363	హర్షణీయమని	5.07	6.0
000110010	శాసనసభ్యులపై	1.9	2.84
000110011	కాకి	1.8	2.07
000110018	రాష్టప్రతి	0.43	1.01
000110020	సాక్షిలో	0.97	1.45
000110023	సమర్థించుకుంది	5.97	6.93
000110024	హోమం	4.45	4.84
000110034	హాజరైనట్లుగా	3.38	4.04
000110093	సమీక్షించేందుకు	2.19	2.87
000110279	వ్యవసాయాన్ని	0.44	1.09
000110318	వాటర్	3.19	3.54
000110354	సందర్శించే	3.1	3.7
000110500	సూక్ష్మ	1.11	1.53
000120013	సబ్యులు	6.72	7.08
000120091	భాషా	0.83	1.23
000120103	సమస్యలన్నీ	2.11	2.78
000120122	మగ	1.22	1.47
000120145	రైతుకు	0.84	1.2
000120150	సహకరిస్తుందని	2.19	3.01
000120162	వారసత్వం	1.76	2.42
000120165	రెహమాన్	8.46	8.83
000120165	సిరియాలోని	0.92	1.85
000120185	సాధికార	9.51	10.16
000120186	సేవలంటూ	1.64	2.37
000120189	సఖ్యతగానే	2.09	2.68
000120190	శూన్యహస్తాలు	1.47	2.37
000120190	సాధించగలిగారు	3.46	4.61
000120212	సభ్యులందరినీ	0.4	1.2
000120214	సమస్యపై	1.22	1.76
000120235	అరెస్ట్	1.19	1.58
000120250	సముద్రతీరంలో	2.78	3.67
000120263	సరిపోయేంత	1.1	2.12
000120266	సాంకేతికతకు	1.64	2.51
000120291	సస్పెండ్	2.96	3.43
000130007	హిల్స్	2.0	2.16
000130141	విమర్శల	3.2	3.75
000130144	సబ్సిడీ	1.71	2.2
000130200	శాఖలవారీగా	2.13	3.31
000130211	సీట్లను	9.2	9.59
000130227	క్యాంపు	0.48	0.88
000130231	పంపిన	4.82	5.25
000130262	స్టేడియంలో	2.33	2.96
000130268	మర్రి	0.42	0.67
000130277	సమకూరుతోందని	3.79	4.55
000130290	స్మార్ట్	1.17	1.49
000130295	సెక్రటేరియట్	0.91	1.51
000130310	సైన్స్	1.31	1.7
000130323	సంతృప్తితో	2.96	3.61
000130329	ఆదాయపు	0.84	1.31
000130329	పన్నుశాఖ	1.31	1.81
000130354	సీరియస్	2.08	2.49
000130358	షర్మిలకు	1.83	2.21
000130372	వ్యాపారిని	2.65	3.44
000130383	సమాధుల	3.87	4.49
000130407	ఫోటో	1.76	2.18
000130419	సుజల	1.9	2.4
000130419	స్రవంతి	2.4	3.14
000130419	హంద్రీనివా	0.48	1.1
000130456	యోగి	1.18	1.47
000130459	హీరోగా	3.12	3.6
000130462	అభినందనలు	1.78	2.41
000130466	పరిగణలోకి	3.77	4.58
000130475	వివాహిత	0.72	1.25
000130493	సీతారామపురంలో	3.2	4.28
000160034	ప్రజాశక్తి	4.47	5.13
000160034	సంపాదకులు	5.93	6.52
000160073	సంఘటనలపై	3.25	3.82
000160089	వ్యాపారాలను	4.51	5.37
000160097	సాగిస్తూనే	4.5	5.08
000160167	శివార్ల	2.62	3.06
000160174	సంభవించినట్లు	2.28	2.92
000160233	అవుతాయంటే	4.67	5.33
000160250	మద్దెలచెర్వు	4.06	4.9
000160297	చట్టాలను	3.22	3.64
000160318	సాగునీటిని	1.23	1.76
000160421	సర్వేల్లో	3.68	4.26
000160425	స్పందించకపోతే	3.49	4.16
000160486	సమీక్షిస్తానని	1.72	2.73
000170129	సుబ్బారెడ్డి	8.83	9.59
000170134	సంబంధాలపై	2.57	3.47
000170147	సాంప్రదాయాలకు	3.79	4.74
000170149	సచి	1.79	2.4
000170153	హరికృష్ణకు	3.53	4.31
000170156	సైకో	3.37	4.09
000170162	జోరు	2.45	3.0
000170174	సీనియర్లతో	3.31	4.44
000170188	శాలువాతో	5.25	6.04
000170229	వర్ష	3.35	3.73
000170234	శేషు	0.45	1.04
000170241	సాధిస్తున్న	1.68	2.4
000170334	సెక్యూరిటీ	7.58	8.15
000170496	అవుతున్నారు	4.41	5.07
000180039	శ్రీనివాసరావుపై	6.78	7.52
000180050	బీసీ	0.85	1.17
000180081	కొడాలి	1.06	1.47
000180099	సత్వర	3.57	4.01
000180124	సాగుతాయో	4.39	5.08
000180132	శిక్షను	2.94	3.38
000180166	నిరక్షరాస్యత	2.98	3.7
000180204	సర్వేలో	0.56	1.01
000180216	డిగ్గీ	0.59	1.01
000180219	సతీష్	1.32	1.78
000180247	తక్షణ	2.47	2.86
000180284	హుకుం	6.71	7.07
000180350	శిథాలవస్థకు	1.98	2.7
000180351	స్థిరపడి	3.72	4.29
000180362	క్రిడా	0.82	1.17
000180407	ప్రమాదకర	0.43	1.04
000180407	మట్టం	2.28	2.63
000180419	విభిన్నమైన	4.74	5.49
000180434	స్ఫూర్తి	1.05	1.78
000180443	శ్రీధర్	2.32	2.67
000180460	సంప్రదాయవాదినని	0.7	1.81
000180470	సాగునీరిచ్చి	2.28	2.96
000180479	పాటూరు	2.63	3.17
000190222	సభ్యులుగా	2.79	3.35
000220094	తోచని	1.19	1.53
000220106	సదుపాయాలే	3.07	3.58
000220119	హక్కులకోసం	3.88	4.52
000220124	సులోచన	1.96	2.53
000220227	సమిష్టిగా	3.09	3.65
000220279	మాత్రాన	1.3	1.86
000220328	సన్	0.93	1.12
000220342	సంవత్సరాలకు	0.9	1.58
000220362	చెబుతున్నాడు	6.39	7.07
000220362	సిరిప్రియను	0.0	1.33
000220370	చెప్పడమే	6.0	6.41
000220370	శారదా	0.46	0.97
000220396	హైజాక్	4.29	4.68
000220474	శ్రీనివాసులకు	2.13	2.72
000220488	పరుగు	1.95	2.23
000230166	హోరాహోరీగా	5.31	5.99
000230221	వారసులుగా	0.95	1.55
000230288	హిందుజా	0.45	0.99
000230304	సమాన	1.33	1.74
000230455	హామిలను	1.29	1.69
000240121	సరిపోవని	4.63	5.09
000240130	సభలోకి	1.28	1.69
000240144	కోల్పోతారు	3.18	3.82
000240171	షహర్యార్	3.37	4.09
000240195	సీఐడీ	2.97	3.33
000240235	స్వార్థాలు	0.82	1.3
000240367	సుందరీకరణకు	1.65	2.25
000240413	నాసా	5.08	5.67
000240484	శిశువును	1.76	2.11
