000020022	அறியாத	1.86	2.47
000020054	கார	2.92	3.27
000020095	காதலிப்பது	3.25	4.18
000020101	வந்தவனும்	1.19	2.01
000020115	அனுசரித்து	3.31	4.23
000020149	ஆவல்	3.22	3.7
000020151	அரசாங்கத்தின்	1.11	2.26
000020163	ஆசைப்படுவது	3.47	4.46
000020166	உண்பதில்லை	1.37	2.16
000020177	எழுதுகிறோம்	0.91	1.71
000020200	வளர்க்க	1.06	1.62
000020266	அடாவடியை	7.16	8.07
000020315	அம்சம்	1.54	2.1
000020356	அழைக்கச்	8.73	9.4
000020497	கல்லீரல்	3.3	4.1499999999999995
000020499	அதிர்ச்சியடைந்த	0.46	1.5899999999999999
000030048	அத்துமீறல்	5.15	5.86
000030114	தூரத்தில்	0.94	1.48
000030221	யாரையோ	1.08	1.69
000030263	ஆட்சியையும்	0.95	1.5899999999999999
000030263	ஆண்டுகளை	2.81	3.42
000030382	அணியினரும்	1.14	2.04
000030391	கடனை	2.81	3.3200000000000003
000030419	அச்சுதானந்தனையும்	2.83	5.29
000030429	அனுவை	3.82	4.22
000030486	பிரச்சனைக்கும்	2.35	2.98
000030488	ஆட்சிக்காலத்தில்	2.41	3.12
000030494	அமைப்புகளால்	8.07	8.790000000000001
000050021	அற்புதங்கள்	0.47	1.17
000050026	ஆக்ரோஷமா	0.87	1.6600000000000001
000050059	அறிவாளிகளும்	1.69	2.44
000050074	கடலை	0.45	0.79
000050108	அம்பதாயிரம்	0.47	1.24
000050153	அடிக்கிறத	2.77	3.3
000050155	அதிகமாகவும்	2.44	3.1799999999999997
000050163	திட்டுனா	0.78	1.3
000050216	அஜித்திற்க்கு	0.77	1.32
000050241	அந்தரங்கம்	1.6	2.19
000050245	நாக	0.41	0.87
000050255	அனுமதிப்பதில்லை	4.06	5.029999999999999
000050287	அழகி	0.82	1.1099999999999999
000050355	குறைய	5.58	5.92
000050363	அரும்பாக்கத்தில்	1.09	1.83
000050367	அமல்படுத்தப்பட	3.84	4.68
000050367	காப்பீட்டு	3.22	3.81
000050374	அனுமதிக்கப்படவில்லை	3.35	4.55
000050392	அறையை	0.83	1.1099999999999999
000050395	ஆண்டாண்டு	0.47	0.99
000050423	அமல்படுத்தியது	7.75	8.81
000050436	தொலைத்தொடர்பு	1.57	2.3
000050485	அம்முகாம்களில்	0.48	1.28
000050490	அனுதாபங்களையும்	3.66	4.67
000050496	குழந்தைப்	3.17	3.67
000080121	சிறைகளில்	3.39	4.08
000080255	ஆணையக்	3.07	3.4
000080272	அலுவகத்தில்	2.31	2.92
000080305	அரசியல்தான்	3.48	4.18
000080320	ஆஜராகினர்	8.12	9.12
000080336	வீரப்பன்	1.55	2.12
000080386	அனுப்பப்பட்டு	5.2	5.88
000080413	சுடும்	2.0	2.4699999999999998
000110009	அதானி	2.96	3.29
000110070	அதுக்குமேல	3.66	4.21
000110075	குமுறு	4.98	5.390000000000001
000110091	அலுத்துக்கொண்டான்	5.85	6.859999999999999
000110091	தேடோ	2.75	3.45
000110102	அவ்ளோதான்	11.0	11.75
000110108	இங்கிலீஷ்	0.47	0.94
000110133	அப்பாவுக்கு	2.75	3.51
000110139	மொட்டை	5.64	6.02
000110148	ஃபிரெஞ்சு	0.47	0.9299999999999999
000110150	சுட	7.31	7.64
000110170	புடிச்சி	4.59	5.04
000110200	தீவு	3.46	3.89
000110219	வளர	2.45	3.0
000110221	எழுவோம்	1.58	2.27
000110239	ஆதாம்	2.82	3.3
000110266	அல்போன்ஸ்	10.35	11.4
000110266	கம்யூனிஸ்டு	1.97	2.61
000110267	அழைத்துவர	6.17	6.74
000110306	அளிக்கப்	5.58	5.93
000110311	சாம்பியன்	2.13	2.75
000110312	அதிகரிப்பது	4.76	5.529999999999999
000110319	அழைப்பிதழுக்குக்	2.5	3.17
000110320	ஆணையகம்	1.73	2.52
000110337	அச்சமுற்றனர்	8.72	9.57
000110373	காரில்	4.4	4.930000000000001
000110380	ஆடுகளை	5.95	6.43
000110389	ஆகியோரும்	3.81	4.32
000110389	ஆட்டமிழந்ததால்	5.35	6.359999999999999
000110494	அவ்வாறெல்லாம்	1.06	2.08
000110499	அறிவுறுத்த	5.48	6.0600000000000005
000120026	அப்பன	0.47	0.9099999999999999
000120095	அண்ணனை	4.25	4.84
000120136	கண்ணு	1.73	2.05
