000020177	என்பதும்	1.74	2.42
000020177	என்பதும்	6.03	6.66
000020402	அவனது	0.45	1.06
000020402	அவனது	4.5	5.05
000030002	வளர்க்க	5.6	6.029999999999999
000030164	கரி	1.88	2.25
000030164	கரி	7.15	7.5
000030453	கல்லீரல்	3.22	3.83
000050197	மோடின்னு	0.43	0.94
000050197	மோடின்னு	2.05	2.59
000080319	சங்கத்தின்	0.65	1.5899999999999999
000080319	சங்கத்தின்	4.38	4.99
000080425	இடமாற்றம்	3.39	3.9400000000000004
000080425	இடமாற்றம்	4.24	4.8100000000000005
000110117	சாம்பியன்	2.6	3.2
000110117	சாம்பியன்	5.17	5.8
000110145	அரசாங்கத்தின்	4.6	5.35
000110145	யாரையோ	2.41	2.98
000110221	விழ	0.96	1.29
000110221	விழ	1.29	1.58
000110221	விழ	2.32	2.6999999999999997
000110221	விழ	2.7	3.0100000000000002
000110221	விழ	6.26	6.52
000110493	பிரச்சனைக்கும்	1.72	2.63
000120115	சுகமாய்	1.0	1.5
000120115	சுகமாய்	4.19	4.65
000120186	ஆதாம்	1.36	1.8800000000000001
000120224	கொடு	2.7	3.0700000000000003
000120224	கொடு	3.37	3.72
000120283	அமைத்தும்	1.73	2.19
000120283	அமைத்தும்	3.42	3.88
000120416	கம்யூனிஸ்டு	0.99	1.6600000000000001
000120416	கம்யூனிஸ்டு	2.21	2.82
000120441	அனுமதிப்பதில்லை	3.65	4.38
000130063	முதல்வர்களின்	0.87	1.72
000130063	முதல்வர்களின்	3.1	3.92
000130086	சட்டக்கல்லூரி	0.46	1.27
000130086	சட்டக்கல்லூரி	4.53	5.34
000130198	வீரப்பன்	1.05	1.65
000130198	வீரப்பன்	2.48	2.96
000140277	காளை	1.87	2.3200000000000003
000140277	காளை	2.83	3.19
000150413	அனுதாபங்களையும்	9.57	10.43
000160160	எனக்கென்ன	1.47	2.12
000160160	எனக்கென்ன	3.26	3.8499999999999996
000160193	கடனை	1.22	1.5699999999999998
000160193	கடனை	2.95	3.24
000160233	எதிர்ப்பவர்கள்	0.47	1.0699999999999998
000160233	எதிர்ப்பவர்கள்	3.04	3.76
000170029	விடிய	1.87	2.19
000170029	விடிய	2.19	2.5
000170043	இளைஞர்களுக்கும்	5.29	6.25
000170043	இளைஞர்களுக்கும்	7.18	8.02
000170076	போலவும்	2.05	2.54
000170076	போலவும்	3.17	3.62
000170147	உடம்பு	2.13	2.67
000170147	உடம்பு	3.15	3.52
000170358	மாத்திரைகள்	0.99	1.48
000170358	மாத்திரைகள்	2.49	2.97
000170436	தீவு	0.9	1.09
000170468	ரஷ்ய	1.96	2.27
000170468	ரஷ்ய	5.56	5.85
000180387	தருவோம்	1.05	1.54
000180387	தருவோம்	2.0	2.45
000180387	தருவோம்	3.12	3.56
000210037	தமிழர்களிடம்	0.79	1.38
000210037	தமிழர்களிடம்	2.51	3.0999999999999996
000220385	பன்றிக்காய்ச்சல்	1.78	2.39
000230142	வளர	4.12	4.4
000230142	வளர	4.4	4.720000000000001
000230148	இல்லாவிட்டாலும்	2.76	3.63
000230148	இல்லாவிட்டாலும்	6.03	6.75
000230180	வேலையைப்	6.51	7.22
000230180	வேலையைப்	8.46	8.760000000000002
000240002	வீரப்பன்	0.46	0.96
000240035	ஆசி	0.5	0.9
000240035	ஆசி	2.1	2.63
000240038	வெளிநாட்டுக்கு	1.98	2.79
000240038	வெளிநாட்டுக்கு	6.75	7.35
000240052	கொண்டாடுவோம்	8.47	9.200000000000001
000240189	குடு	3.84	4.1899999999999995
000240189	குடு	7.82	8.14
000240347	உங்களது	0.46	0.96
000270185	என்பதும்	1.38	2.02
000270185	என்பதும்	3.95	4.55
000270359	அழைத்துவர	2.03	2.76
000270363	பன்றிக்காய்ச்சல்	0.99	1.76
000280074	இருந்தீங்களா	5.01	5.7299999999999995
000280074	இருந்தீங்களா	6.15	6.79
000280075	அற்புதங்கள்	0.47	1.26
000280233	என்க	3.11	3.67
000280233	என்க	5.15	5.710000000000001
000280477	அதிருப்தியும்	4.93	5.71
000300021	நிலா	1.1	1.4200000000000002
000300021	நிலா	4.17	5.22
000310015	வீடா	0.88	1.4100000000000001
000310015	வீடா	1.8	2.3600000000000003
000310118	குழி	3.4	3.78
000310134	சோகத்தை	0.44	1.5699999999999998
000310134	சோகத்தை	3.67	4.39
000310317	அடுத்தப்	1.25	1.79
000320326	விரைவாக	1.46	2.1
000320326	விரைவாக	3.18	3.85
000330001	கார	1.38	1.64
000330364	சுட	1.02	1.32
000350102	ஆதிக்கத்தை	1.92	2.9
000350284	அவனது	4.8	5.529999999999999
000350341	தொகுதிகளில்	5.04	5.65
000350341	தொகுதிகளில்	7.18	7.74
000360041	மொட்டை	1.03	1.36
000360041	மொட்டை	4.22	4.62
000360090	மொட்டை	1.49	1.83
000360106	வீச்சு	2.32	2.69
000360106	வீச்சு	3.75	4.29
000360202	அவர்களும்	3.48	4.05
000360202	அவர்களும்	5.69	6.19
000360360	அமைப்புடனும்	2.83	3.6
000360449	விசாரித்தனர்	4.67	5.3
000360449	விசாரித்தனர்	5.68	6.369999999999999
000370071	ஆசிரிய	2.5	3.4
000370141	குறைய	3.1	3.56
000370227	மேலாளர்	0.8	1.3
000370227	மேலாளர்	2.03	2.44
000370266	தொலைத்தொடர்பு	1.17	1.7999999999999998
000380234	குறைய	2.75	3.0300000000000002
000380496	விசாரித்தனர்	4.31	4.96
000390086	அவஸ்தை	5.65	6.050000000000001
000390087	குழந்தைப்	0.68	1.1400000000000001
000390087	குழந்தைப்	3.18	3.5700000000000003
000390168	கடனை	1.44	1.89
000390265	அரசையும்	6.53	6.99
000390265	அரசையும்	7.38	7.79
000400116	விரும்பல	2.23	3.01
000400116	விரும்பல	5.03	5.53
