ભ્રમણકક્ષા	21.112328067900858
અગિયાર	21.112328067900858
ધાતુ	19.657680876922104
હોશંગાબાદ	17.033293351155116
હિંદુસ્તાનની	17.033293351155116
હર	17.033293351155116
સ્વિસ	17.033293351155116
સૌરાષ્ટ્રનો	17.033293351155116
સાગરકાંઠો	17.033293351155116
સતારા	17.033293351155116
સંસદે	17.033293351155116
સંરક્ષક	17.033293351155116
શ્રેણીના	17.033293351155116
વેલ્સીના	17.033293351155116
વૃદ્ધોની	17.033293351155116
વાહ	17.033293351155116
લેસ્ટર	17.033293351155116
લાતૂર	17.033293351155116
રોગને	17.033293351155116
રૂમાલ	17.033293351155116
રાષ્ટ્રધ્વજ	17.033293351155116
રાજપૂતો	17.033293351155116
રણવીર	17.033293351155116
યાત્રીઓ	17.033293351155116
મુરાદાબાદ	17.033293351155116
મહેમાનો	17.033293351155116
ભીખ	17.033293351155116
ભિન્ન	17.033293351155116
બેંકોની	17.033293351155116
બુરખા	17.033293351155116
બુંદી	17.033293351155116
બસો	17.033293351155116
બમણું	17.033293351155116
ફૈજાબાદ	17.033293351155116
ફાર્મા	17.033293351155116
પ્રબંધન	17.033293351155116
પેટીમાં	17.033293351155116
પાયાની	17.033293351155116
પાત્રો	17.033293351155116
પાટડી	17.033293351155116
પાક્કા	17.033293351155116
નિશાને	17.033293351155116
દેવીપુજક	17.033293351155116
દેવળા	17.033293351155116
દાયક	17.033293351155116
દામોહ	17.033293351155116
દાંતીવાડા	17.033293351155116
થૌબલ	17.033293351155116
ડચમાં	17.033293351155116
ઠાસરા	17.033293351155116
ઠાકર	17.033293351155116
ઝાડુ	17.033293351155116
જોરાવરનગર	17.033293351155116
જામજોધપુર	17.033293351155116
જાતી	17.033293351155116
જાડેજાને	17.033293351155116
જાંબુઘોડા	17.033293351155116
જહાનાબાદ	17.033293351155116
છલકાયો	17.033293351155116
છલકાઈ	17.033293351155116
ચેરી	17.033293351155116
ચલાવીશું	17.033293351155116
ચલણ	17.033293351155116
ગૌરીશંકર	17.033293351155116
ગુફાઓ	17.033293351155116
ક્રિના	17.033293351155116
ક્રમની	17.033293351155116
કોસંબા	17.033293351155116
કોટી	17.033293351155116
કાંઠા	17.033293351155116
કડ્ડલોર	17.033293351155116
કઠપુતળીને	17.033293351155116
કટિહાર	17.033293351155116
ઉઠાવે	17.033293351155116
ઈંચ	17.033293351155116
આર્મી	17.033293351155116
