000010479	હેબિયર્સ	1.02	1.68
000040356	સ્ટાઇલ	1.21	1.54
000040471	લેવું	4.57	4.83
000050393	સુરીનામ	4.02	4.67
000060285	હિઝબુલના	3.78	4.51
000070303	સમ્રાટ	1.85	2.4
000070303	સમ્રાટ	4.23	4.64
000070426	હકદાર	3.73	4.33
000080183	આચરણ	3.99	4.49
000080285	અર્થવ્યવસ્થા	0.87	1.67
000080285	અર્થવ્યવસ્થા	5.21	5.87
000090130	જામજોધપુર	0.35	1.28
000090287	કોઠી	2.19	2.86
000100082	ઘડિયાળ	1.25	1.7
000100082	ઘડિયાળ	2.66	3.04
000100348	શ્રીમતી	1.17	1.71
000100355	પુરાણ	0.8	1.14
000100355	પુરાણ	4.13	4.51
000110015	તલાક	2.16	2.55
000110481	પોટા	2.65	3.13
000110481	પોટા	5.83	6.15
000110484	મસ્જિદ	4.07	4.4
000110485	એન્જિન	5.84	6.3
000120053	સમ્રાટ	2.56	3.35
000120171	અયોધ્યામાં	6.84	7.53
000120176	સમાધીએ	1.63	2.2
000120309	સોશ્યિલ	3.35	3.87
000120320	ખાંભા	0.44	0.84
000120372	સન્યાસ	5.17	5.61
000120460	સેવાઓને	1.75	2.18
000130005	સેહવાગ	3.13	3.59
000130494	માંડલ	0.34	0.75
000140122	સ્થાપવાનો	6.92	7.44
000160057	હમીરજી	0.4	0.97
000160082	રસ્તે	3.59	3.95
000160203	સિંચાઈ	2.87	3.26
000160203	સિંચાઈ	6.06	6.56
000160424	બેંકો	0.82	1.22
000160461	લવ	0.6	0.91
000160461	લવ	4.52	4.74
000170267	સીઝ	2.15	2.45
000170412	અપાવે	3.43	3.81
000170465	કોઠી	0.41	0.72
000180023	સહાયક	3.15	3.64
000180051	બેંકો	0.41	0.83
000180051	બેંકો	3.92	4.3
000180147	સમૂહમાં	0.66	1.12
000180147	સમૂહમાં	2.4	2.84
000190087	ભટ્ટ	1.79	2.06
000190174	ધાતુ	1.16	1.5
000190174	ધાતુ	2.55	2.94
000190174	ધાતુ	4.02	4.35
000190216	સઇહા	0.03	0.47
000190396	હિલેરીએ	1.96	2.47
000190452	અવસ્થામાં	1.4	2.0
000190479	હદમાં	1.24	1.72
000200045	સળંગ	1.67	2.02
000210013	ખાદી	2.67	3.04
000210023	માંડ	1.48	1.82
000210054	વૃક્ષ	1.79	2.18
000210136	જોધપુર	4.32	4.86
000210332	ક્યાંક	0.44	0.67
000210332	ક્યાંક	1.6	1.86
000230423	પરિવારમાંથી	0.81	1.45
000250172	ધોધ	0.76	0.93
000250184	મઠ	1.72	2.02
000250184	મઠ	5.05	5.25
000250211	હેલ્થકેર	5.27	6.09
000250234	સળગતા	3.69	4.17
000250273	ઓફિસર	1.43	1.9
000250273	ઓફિસર	3.57	4.02
000250277	સંરક્ષક	1.59	2.23
000250277	સંરક્ષક	2.96	3.5
000250400	સ્પીડ	1.0	1.32
000250458	ટેક્સ	1.83	2.15
000250480	હેરી	3.73	4.14
000260041	સમીકરણોને	0.35	0.97
000260283	સેલવાસ	2.89	3.42
000260327	શ્રીમતી	5.23	5.75
000260327	શ્રીમતી	6.97	7.53
000260345	સાક્ષરતા	3.24	3.93
000260382	ઘાટલોડિયા	1.47	2.07
